Id,MetadataComponentId,MetadataComponentName,MetadataComponentNamespace,MetadataComponentType,RefMetadataComponentId,RefMetadataComponentName,RefMetadataComponentNamespace,RefMetadataComponentType
000000000000000AAA,01p0M0000001EdMQAU,InvoiceInput,,ApexClass,01p0M0000001EdfQAE,ServiceOp,,ApexClass
000000000000000AAA,01p0M0000001EdOQAU,InvoiceResult,,ApexClass,01p0M0000001EdKQAU,InvoiceData,,ApexClass
000000000000000AAA,01p0M0000001EdOQAU,InvoiceResult,,ApexClass,01p0M0000001EdgQAE,ServiceResult,,ApexClass
000000000000000AAA,01p0M0000001EdPQAU,InvoiceService,,ApexClass,01p0M0000001EdKQAU,InvoiceData,,ApexClass
000000000000000AAA,01p0M0000001EdPQAU,InvoiceService,,ApexClass,01p0M0000001EdMQAU,InvoiceInput,,ApexClass
000000000000000AAA,01p0M0000001EdPQAU,InvoiceService,,ApexClass,01p0M0000001EdOQAU,InvoiceResult,,ApexClass
000000000000000AAA,01p0M0000001EdPQAU,InvoiceService,,ApexClass,01p0M0000001EdgQAE,ServiceResult,,ApexClass
000000000000000AAA,01p0M0000001EdQQAU,InvoiceServiceImpl,,ApexClass,01p0M0000001EdKQAU,InvoiceData,,ApexClass
000000000000000AAA,01p0M0000001EdQQAU,InvoiceServiceImpl,,ApexClass,01p0M0000001EdMQAU,InvoiceInput,,ApexClass
000000000000000AAA,01p0M0000001EdQQAU,InvoiceServiceImpl,,ApexClass,01p0M0000001EdOQAU,InvoiceResult,,ApexClass
000000000000000AAA,01p0M0000001EdQQAU,InvoiceServiceImpl,,ApexClass,01p0M0000001EdPQAU,InvoiceService,,ApexClass
000000000000000AAA,01p0M0000001EdQQAU,InvoiceServiceImpl,,ApexClass,01p0M0000001EdRQAU,InvoiceServiceImplHelper,,ApexClass
000000000000000AAA,01p0M0000001EdQQAU,InvoiceServiceImpl,,ApexClass,01p0M0000001EdgQAE,ServiceResult,,ApexClass
000000000000000AAA,01p0M0000001EdQQAU,InvoiceServiceImpl,,ApexClass,01p0M000002FIgGQAW,AppStoreException,,ApexClass
000000000000000AAA,01p0M0000001EdRQAU,InvoiceServiceImplHelper,,ApexClass,01p0M0000001EdKQAU,InvoiceData,,ApexClass
000000000000000AAA,01p0M0000001EdRQAU,InvoiceServiceImplHelper,,ApexClass,01p0M0000001EdMQAU,InvoiceInput,,ApexClass
000000000000000AAA,01p0M0000001EdRQAU,InvoiceServiceImplHelper,,ApexClass,01p0M0000001EdOQAU,InvoiceResult,,ApexClass
000000000000000AAA,01p0M0000001EdRQAU,InvoiceServiceImplHelper,,ApexClass,01p0M000001HIdhQAG,ChapiConstants_Org62,,ApexClass
000000000000000AAA,01p0M0000001EdRQAU,InvoiceServiceImplHelper,,ApexClass,01p0M000001LQoxQAG,CurrencyConverter,,ApexClass
000000000000000AAA,01p0M0000001EdRQAU,InvoiceServiceImplHelper,,ApexClass,01p0M00000266XOQAY,ChapiValidate_Svc,,ApexClass
000000000000000AAA,01p0M0000001EdRQAU,InvoiceServiceImplHelper,,ApexClass,01p0M000002FN9AQAW,AddressInfo,,ApexClass
000000000000000AAA,01p0M0000001EdRQAU,InvoiceServiceImplHelper,,ApexClass,01p300000000LhwAAE,BaseConstants,,ApexClass
000000000000000AAA,01p0M0000001EdRQAU,InvoiceServiceImplHelper,,ApexClass,01p30000001GasdAAC,CollectionUtil,,ApexClass
000000000000000AAA,01p0M0000001EdRQAU,InvoiceServiceImplHelper,,ApexClass,01p3y000001ypEtAAI,InvoiceLineServiceHelper,,ApexClass
000000000000000AAA,01p0M0000001EdRQAU,InvoiceServiceImplHelper,,ApexClass,01p3y000001ypExAAI,InvoicePaymentServiceHelper,,ApexClass
000000000000000AAA,01p0M0000001EdRQAU,InvoiceServiceImplHelper,,ApexClass,01p3y000001ypEyAAI,InvoicePaymentServiceInfo,,ApexClass
000000000000000AAA,01p0M0000001EdRQAU,InvoiceServiceImplHelper,,ApexClass,01p3y000001ypF0AAI,InvoiceServiceLineInfo,,ApexClass
000000000000000AAA,01p0M0000001EdRQAU,InvoiceServiceImplHelper,,ApexClass,01p3y000001ypG0AAI,SOQLUtilityHelper,,ApexClass
000000000000000AAA,01p0M0000001EdTQAU,OpportunityCloneEditFormController,,ApexClass,01p0M0000001EdeQAE,SObjectAllFieldCloneFactory,,ApexClass
000000000000000AAA,01p0M0000001EdUQAU,PaymentData,,ApexClass,01p0M0000001EdNQAU,InvoicePaymentData,,ApexClass
000000000000000AAA,01p0M0000001EdVQAU,PaymentFactoryService,,ApexClass,01p0M0000001EdYQAU,PaymentService,,ApexClass
000000000000000AAA,01p0M0000001EdVQAU,PaymentFactoryService,,ApexClass,01p0M0000001EdZQAU,PaymentServiceImpl,,ApexClass
000000000000000AAA,01p0M0000001EdWQAU,PaymentInput,,ApexClass,01p0M0000001EdfQAE,ServiceOp,,ApexClass
000000000000000AAA,01p0M0000001EdXQAU,PaymentResult,,ApexClass,01p0M0000001EdUQAU,PaymentData,,ApexClass
000000000000000AAA,01p0M0000001EdXQAU,PaymentResult,,ApexClass,01p0M0000001EdgQAE,ServiceResult,,ApexClass
000000000000000AAA,01p0M0000001EdYQAU,PaymentService,,ApexClass,01p0M0000001EdUQAU,PaymentData,,ApexClass
000000000000000AAA,01p0M0000001EdYQAU,PaymentService,,ApexClass,01p0M0000001EdWQAU,PaymentInput,,ApexClass
000000000000000AAA,01p0M0000001EdYQAU,PaymentService,,ApexClass,01p0M0000001EdXQAU,PaymentResult,,ApexClass
000000000000000AAA,01p0M0000001EdYQAU,PaymentService,,ApexClass,01p0M0000001EdgQAE,ServiceResult,,ApexClass
000000000000000AAA,01p0M0000001EdZQAU,PaymentServiceImpl,,ApexClass,01p0M0000001EdUQAU,PaymentData,,ApexClass
000000000000000AAA,01p0M0000001EdZQAU,PaymentServiceImpl,,ApexClass,01p0M0000001EdWQAU,PaymentInput,,ApexClass
000000000000000AAA,01p0M0000001EdZQAU,PaymentServiceImpl,,ApexClass,01p0M0000001EdXQAU,PaymentResult,,ApexClass
000000000000000AAA,01p0M0000001EdZQAU,PaymentServiceImpl,,ApexClass,01p0M0000001EdYQAU,PaymentService,,ApexClass
000000000000000AAA,01p0M0000001EdZQAU,PaymentServiceImpl,,ApexClass,01p0M0000001EdaQAE,PaymentServiceImplHelper,,ApexClass
000000000000000AAA,01p0M0000001EdZQAU,PaymentServiceImpl,,ApexClass,01p0M0000001EdgQAE,ServiceResult,,ApexClass
000000000000000AAA,01p0M0000001EdZQAU,PaymentServiceImpl,,ApexClass,01p0M000002FIgGQAW,AppStoreException,,ApexClass
000000000000000AAA,01p0M0000001EdZQAU,PaymentServiceImpl,,ApexClass,01p30000001GasdAAC,CollectionUtil,,ApexClass
000000000000000AAA,01p0M0000001EdaQAE,PaymentServiceImplHelper,,ApexClass,01p0M0000001EdNQAU,InvoicePaymentData,,ApexClass
000000000000000AAA,01p0M0000001EdaQAE,PaymentServiceImplHelper,,ApexClass,01p0M0000001EdUQAU,PaymentData,,ApexClass
000000000000000AAA,01p0M0000001EdaQAE,PaymentServiceImplHelper,,ApexClass,01p0M0000001EdgQAE,ServiceResult,,ApexClass
000000000000000AAA,01p0M0000001EdaQAE,PaymentServiceImplHelper,,ApexClass,01p0M000002FIgGQAW,AppStoreException,,ApexClass
000000000000000AAA,01p0M0000001EdaQAE,PaymentServiceImplHelper,,ApexClass,01p300000000LhwAAE,BaseConstants,,ApexClass
000000000000000AAA,01p0M0000001EdaQAE,PaymentServiceImplHelper,,ApexClass,01p30000001GasdAAC,CollectionUtil,,ApexClass
000000000000000AAA,01p0M0000001EdaQAE,PaymentServiceImplHelper,,ApexClass,01p30000001LKgLAAW,OneTimePaymentHelper,,ApexClass
000000000000000AAA,01p0M0000001EdbQAE,RetroPlanProcessingJob,,ApexClass,01p0M00000016blQAA,CompUtils,,ApexClass
000000000000000AAA,01p0M0000001EdbQAE,RetroPlanProcessingJob,,ApexClass,01p0M0000001EddQAE,RetroPlanProcessingUtil,,ApexClass
000000000000000AAA,01p0M0000001EdbQAE,RetroPlanProcessingJob,,ApexClass,01p0M000001LQG6QAO,SfdcCMTCompSettings,,ApexClass
000000000000000AAA,01p0M0000001EdcQAE,RetroPlanProcessingScheduler,,ApexClass,01p0M0000001EdbQAE,RetroPlanProcessingJob,,ApexClass
000000000000000AAA,01p0M0000001EdcQAE,RetroPlanProcessingScheduler,,ApexClass,01p0M0000001EddQAE,RetroPlanProcessingUtil,,ApexClass
000000000000000AAA,01p0M0000001EdcQAE,RetroPlanProcessingScheduler,,ApexClass,01p0M000001LQG6QAO,SfdcCMTCompSettings,,ApexClass
000000000000000AAA,01p0M0000001EddQAE,RetroPlanProcessingUtil,,ApexClass,01p0M00000016blQAA,CompUtils,,ApexClass
000000000000000AAA,01p0M0000001EddQAE,RetroPlanProcessingUtil,,ApexClass,01p0M000001LQG6QAO,SfdcCMTCompSettings,,ApexClass
000000000000000AAA,01p0M0000001EdgQAE,ServiceResult,,ApexClass,01p0M000002FIgGQAW,AppStoreException,,ApexClass
000000000000000AAA,01p0M0000001EdgQAE,ServiceResult,,ApexClass,01p300000000LhwAAE,BaseConstants,,ApexClass
000000000000000AAA,01p0M0000001EdmQAE,HvsCadenceController,,ApexClass,01p0M000002FIftQAG,LeadServiceImpl,,ApexClass
000000000000000AAA,01p0M0000001EdnQAE,HvsSalesCadenceControllerTest,,ApexClass,01p0M0000001EdoQAE,HvsSalesCadenceDomain,,ApexClass
000000000000000AAA,01p0M0000001EdnQAE,HvsSalesCadenceControllerTest,,ApexClass,01p0M0000001EdpQAE,HvsSalesCadenceHttpMock,,ApexClass
000000000000000AAA,01p0M0000001EdnQAE,HvsSalesCadenceControllerTest,,ApexClass,01p0M0000001EdqQAE,HvsTestUtil,,ApexClass
000000000000000AAA,01p0M0000001EdoQAE,HvsSalesCadenceDomain,,ApexClass,01p0M000001LQzOQAW,AppConfig,,ApexClass
000000000000000AAA,01p0M0000001EdoQAE,HvsSalesCadenceDomain,,ApexClass,01p0M000001LQzTQAW,AppConfigRecord,,ApexClass
000000000000000AAA,01p0M0000001EdpQAE,HvsSalesCadenceHttpMock,,ApexClass,01p0M0000001EdqQAE,HvsTestUtil,,ApexClass
000000000000000AAA,01p0M0000001EdrQAE,LeadServiceImplTest,,ApexClass,01p0M000002FIfqQAG,LeadRequest,,ApexClass
000000000000000AAA,01p0M0000001EdrQAE,LeadServiceImplTest,,ApexClass,01p0M000002FIftQAG,LeadServiceImpl,,ApexClass
000000000000000AAA,01p0M0000001Ee2QAE,ApmApprovalUtilityTest,,ApexClass,01p0M0000001Ee1QAE,ApmApprovalUtility,,ApexClass
000000000000000AAA,01p0M0000001Ee4QAE,EditApmApprovalControllerTest,,ApexClass,01p0M0000001Ee3QAE,EditApmApprovalController,,ApexClass
000000000000000AAA,01p0M0000001Ee6QAE,NewApmApprovalControllerTest,,ApexClass,01p0M0000001Ee5QAE,NewApmApprovalController,,ApexClass
000000000000000AAA,01p0M0000001Ee7QAE,ViewApmApprovalController,,ApexClass,01p0M0000001Ee1QAE,ApmApprovalUtility,,ApexClass
000000000000000AAA,01p0M0000001Ee8QAE,ViewApmApprovalControllerTest,,ApexClass,01p0M0000001Ee7QAE,ViewApmApprovalController,,ApexClass
000000000000000AAA,01p0M0000001Ew5QAE,V2MOMPermissionDetails,,ApexClass,01p0M0000001Ew4QAE,IPermissionDetails,,ApexClass
000000000000000AAA,01p0M0000001Ew9QAE,BatchProdTeamEngineSetupData,,ApexClass,01p0M0000001EwAQAU,ProdTeamEngineSetupData,,ApexClass
000000000000000AAA,01p0M0000001Ew9QAE,BatchProdTeamEngineSetupData,,ApexClass,01p0M00000266fPQAQ,SFTeamValidatons,,ApexClass
000000000000000AAA,01p0M0000001EwAQAU,ProdTeamEngineSetupData,,ApexClass,01p0M0000001EwBQAU,TerritorySFCustomException,,ApexClass
000000000000000AAA,01p0M0000001EwAQAU,ProdTeamEngineSetupData,,ApexClass,01p0M000001LQoaQAG,RuleCriteriaEvaluator,,ApexClass
000000000000000AAA,01p0M0000001EwAQAU,ProdTeamEngineSetupData,,ApexClass,01p0M000002BxFCQA0,TF_TriggerDispatcher,,ApexClass
000000000000000AAA,01p0M0000001EwAQAU,ProdTeamEngineSetupData,,ApexClass,01p0M000002NfOrQAK,TerrResrTriggerHandler,,ApexClass
000000000000000AAA,01p0M0000001EwAQAU,ProdTeamEngineSetupData,,ApexClass,01p3y000001PK68AAG,TriggerModuleManager,,ApexClass
000000000000000AAA,01p0M000001HITMQA4,SCA_ServiceContractCreateController,,ApexClass,01p0M000001HITLQA4,SCA_PageMessage,,ApexClass
000000000000000AAA,01p0M000001HITMQA4,SCA_ServiceContractCreateController,,ApexClass,01p300000000LRnAAM,SE_Constants,,ApexClass
000000000000000AAA,01p0M000001HITMQA4,SCA_ServiceContractCreateController,,ApexClass,01p300000000LUuAAM,SS_ServiceEntitlementConfiguration,,ApexClass
000000000000000AAA,01p0M000001HITMQA4,SCA_ServiceContractCreateController,,ApexClass,01p30000001Gf4PAAS,SS_RecordTypeUtils,,ApexClass
000000000000000AAA,01p0M000001HITMQA4,SCA_ServiceContractCreateController,,ApexClass,01p30000001GgoPAAS,SCE_ErrorQueueDAO,,ApexClass
000000000000000AAA,01p0M000001HITMQA4,SCA_ServiceContractCreateController,,ApexClass,01p30000001LLwXAAW,SCA_Exception,,ApexClass
000000000000000AAA,01p0M000001HITNQA4,SCA_ServiceContractCreateControllerTest,,ApexClass,01p0M000001HITMQA4,SCA_ServiceContractCreateController,,ApexClass
000000000000000AAA,01p0M000001HITNQA4,SCA_ServiceContractCreateControllerTest,,ApexClass,01p30000001Gf4PAAS,SS_RecordTypeUtils,,ApexClass
000000000000000AAA,01p0M000001HITNQA4,SCA_ServiceContractCreateControllerTest,,ApexClass,01p30000001Gf4QAAS,SS_TestData,,ApexClass
000000000000000AAA,01p0M000001HITOQA4,SCE_ContactTriggerHandler,,ApexClass,01p0M000001HITQQA4,SCE_ProcessDC_QueueableInterface,,ApexClass
000000000000000AAA,01p0M000001HITOQA4,SCE_ContactTriggerHandler,,ApexClass,01p0M000002BxFEQA0,TF_TriggerHandler,,ApexClass
000000000000000AAA,01p0M000001HITOQA4,SCE_ContactTriggerHandler,,ApexClass,01p300000000LRnAAM,SE_Constants,,ApexClass
000000000000000AAA,01p0M000001HITOQA4,SCE_ContactTriggerHandler,,ApexClass,01p30000001Gf4PAAS,SS_RecordTypeUtils,,ApexClass
000000000000000AAA,01p0M000001HITOQA4,SCE_ContactTriggerHandler,,ApexClass,01p30000001GgoPAAS,SCE_ErrorQueueDAO,,ApexClass
000000000000000AAA,01p0M000001HITPQA4,SCE_ContactTriggerHandlerTest,,ApexClass,01p30000001Gf4QAAS,SS_TestData,,ApexClass
000000000000000AAA,01p0M000001HITPQA4,SCE_ContactTriggerHandlerTest,,ApexClass,01p30000001Gf4VAAS,SS_TestDataSrvEntitlements,,ApexClass
000000000000000AAA,01p0M000001HITQQA4,SCE_ProcessDC_QueueableInterface,,ApexClass,01p0M000001HITOQA4,SCE_ContactTriggerHandler,,ApexClass
000000000000000AAA,01p0M000001HITrQAO,AX_CaseEmailTemplatesControllerTest,,ApexClass,01p0M000002EWn1QAG,Ax_CaseEmailTemplatesController,,ApexClass
000000000000000AAA,01p0M000001HITrQAO,AX_CaseEmailTemplatesControllerTest,,ApexClass,01p0M000002J3AaQAK,AX_FI_TestDataUtils,,ApexClass
000000000000000AAA,01p0M000001HITsQAO,AX_CourtesyLetterTemplateControllerTest,,ApexClass,01p0M000002EWn2QAG,Ax_CourtesyLetterTemplateController,,ApexClass
000000000000000AAA,01p0M000001HITsQAO,AX_CourtesyLetterTemplateControllerTest,,ApexClass,01p0M000002J3AaQAK,AX_FI_TestDataUtils,,ApexClass
000000000000000AAA,01p0M000001HITtQAO,AX_EscalateCustomActionContollerTest,,ApexClass,01p0M000002EWn0QAG,AX_EscalateCustomActionContoller,,ApexClass
000000000000000AAA,01p0M000001HITtQAO,AX_EscalateCustomActionContollerTest,,ApexClass,01p0M000002J3AaQAK,AX_FI_TestDataUtils,,ApexClass
000000000000000AAA,01p0M000001HITuQAO,AX_displayECRattachmentControllerTest,,ApexClass,01p0M000002J3AaQAK,AX_FI_TestDataUtils,,ApexClass
000000000000000AAA,01p0M000001HITuQAO,AX_displayECRattachmentControllerTest,,ApexClass,01p30000001jL7GAAU,AX_displayECRattachmentController,,ApexClass
000000000000000AAA,01p0M000001HIVCQA4,COA_OrderIncludesAdminLicenseProduct,,ApexClass,01p0M000001LQtDQAW,COA_IPartnerOrderValidatable,,ApexClass
000000000000000AAA,01p0M000001HIVCQA4,COA_OrderIncludesAdminLicenseProduct,,ApexClass,01p0M000001LQtUQAW,COA_PartnerOrderResponseCodes,,ApexClass
000000000000000AAA,01p0M000001HIVCQA4,COA_OrderIncludesAdminLicenseProduct,,ApexClass,01p0M000001LQtVQAW,COA_PartnerOrderResult,,ApexClass
000000000000000AAA,01p0M000001HIVCQA4,COA_OrderIncludesAdminLicenseProduct,,ApexClass,01p0M000001LQtYQAW,COA_PartnerOrderValidation,,ApexClass
000000000000000AAA,01p0M000001HIVCQA4,COA_OrderIncludesAdminLicenseProduct,,ApexClass,01p300000000LehAAE,PartnerContractTermDO,,ApexClass
000000000000000AAA,01p0M000001HIVCQA4,COA_OrderIncludesAdminLicenseProduct,,ApexClass,01p300000000LekAAE,PartnerOrderDO,,ApexClass
000000000000000AAA,01p0M000001HIVDQA4,COA_TestOrderIncludesAdminLicenseProduct,,ApexClass,01p0M000001HIVCQA4,COA_OrderIncludesAdminLicenseProduct,,ApexClass
000000000000000AAA,01p0M000001HIVDQA4,COA_TestOrderIncludesAdminLicenseProduct,,ApexClass,01p0M000001LQtVQAW,COA_PartnerOrderResult,,ApexClass
000000000000000AAA,01p0M000001HIVDQA4,COA_TestOrderIncludesAdminLicenseProduct,,ApexClass,01p0M000001LQu3QAG,COA_TestUtil,,ApexClass
000000000000000AAA,01p0M000001HIVDQA4,COA_TestOrderIncludesAdminLicenseProduct,,ApexClass,01p300000000LPjAAM,PartnerProductCatalogDAO,,ApexClass
000000000000000AAA,01p0M000001HIVDQA4,COA_TestOrderIncludesAdminLicenseProduct,,ApexClass,01p300000000LehAAE,PartnerContractTermDO,,ApexClass
000000000000000AAA,01p0M000001HIVDQA4,COA_TestOrderIncludesAdminLicenseProduct,,ApexClass,01p300000000LekAAE,PartnerOrderDO,,ApexClass
000000000000000AAA,01p0M000001HIVDQA4,COA_TestOrderIncludesAdminLicenseProduct,,ApexClass,01p300000000LenAAE,PartnerOrderDetailDO,,ApexClass
000000000000000AAA,01p0M000001HIVDQA4,COA_TestOrderIncludesAdminLicenseProduct,,ApexClass,01p300000000LewAAE,PartnerProductCatalogDO,,ApexClass
000000000000000AAA,01p0M000001HIZiQAO,OfferTypeToCampaignMemberStatusUtility,,ApexClass,01p0M000001HIauQAG,mktg_RecordTypeUtil,,ApexClass
000000000000000AAA,01p0M000001HIZiQAO,OfferTypeToCampaignMemberStatusUtility,,ApexClass,01p0M000001jZq6QAE,mktg_SingletonException,,ApexClass
000000000000000AAA,01p0M000001HIZiQAO,OfferTypeToCampaignMemberStatusUtility,,ApexClass,01p30000001xjWnAAI,CampaignConstants,,ApexClass
000000000000000AAA,01p0M000001HIZnQAO,EBCDataConversionBatch,,ApexClass,01p3000000265idAAA,EBCConstants,,ApexClass
000000000000000AAA,01p0M000001HIZoQAO,EBCDataConversionController,,ApexClass,01p0M000001HIZnQAO,EBCDataConversionBatch,,ApexClass
000000000000000AAA,01p0M000001HIZpQAO,EBCDataConversionMakeChildrenBatch,,ApexClass,01p0M000001HIZnQAO,EBCDataConversionBatch,,ApexClass
000000000000000AAA,01p0M000001HIZpQAO,EBCDataConversionMakeChildrenBatch,,ApexClass,01p3000000265idAAA,EBCConstants,,ApexClass
000000000000000AAA,01p0M000001HIZqQAO,EBCDataConversionTest,,ApexClass,01p0M000001HIZoQAO,EBCDataConversionController,,ApexClass
000000000000000AAA,01p0M000001HIZqQAO,EBCDataConversionTest,,ApexClass,01p300000019JijAAE,EBCTestUtils,,ApexClass
000000000000000AAA,01p0M000001HIZqQAO,EBCDataConversionTest,,ApexClass,01p3000000265idAAA,EBCConstants,,ApexClass
000000000000000AAA,01p0M000001HIZtQAO,EBCMeetingChildrenInfoTest,,ApexClass,01p0M000001HIZsQAO,EBCMeetingChildrenInfoController,,ApexClass
000000000000000AAA,01p0M000001HIZtQAO,EBCMeetingChildrenInfoTest,,ApexClass,01p300000019JijAAE,EBCTestUtils,,ApexClass
000000000000000AAA,01p0M000001HIZtQAO,EBCMeetingChildrenInfoTest,,ApexClass,01p3000000265idAAA,EBCConstants,,ApexClass
000000000000000AAA,01p0M000001HIZuQAO,EBCMeetingGoogleControllerTest,,ApexClass,01p300000019JiYAAU,EBCMeetingGoogleController,,ApexClass
000000000000000AAA,01p0M000001HIZuQAO,EBCMeetingGoogleControllerTest,,ApexClass,01p300000019JijAAE,EBCTestUtils,,ApexClass
000000000000000AAA,01p0M000001HIZuQAO,EBCMeetingGoogleControllerTest,,ApexClass,01p3000000265idAAA,EBCConstants,,ApexClass
000000000000000AAA,01p0M000001HIZuQAO,EBCMeetingGoogleControllerTest,,ApexClass,01p3000000265ieAAA,EBCGoogleTemplatesController,,ApexClass
000000000000000AAA,01p0M000001HIZvQAO,EBCPersistenceManagerTest,,ApexClass,01p300000019JihAAE,EBCPersistenceManager,,ApexClass
000000000000000AAA,01p0M000001HIZvQAO,EBCPersistenceManagerTest,,ApexClass,01p300000019JijAAE,EBCTestUtils,,ApexClass
000000000000000AAA,01p0M000001HIZvQAO,EBCPersistenceManagerTest,,ApexClass,01p3000000265idAAA,EBCConstants,,ApexClass
000000000000000AAA,01p0M000001HIa8QAG,SuppressedDomainsUtil,,ApexClass,01p0M000001HIa7QAG,SuppressedDomainsProcessor,,ApexClass
000000000000000AAA,01p0M000001HIa8QAG,SuppressedDomainsUtil,,ApexClass,01p30000001GasdAAC,CollectionUtil,,ApexClass
000000000000000AAA,01p0M000001HIa9QAG,SuppressedDomainsUtilTest,,ApexClass,01p0M000001HIa8QAG,SuppressedDomainsUtil,,ApexClass
000000000000000AAA,01p0M000001HIaMQAW,fflib_Application,,ApexClass,01p0M000001HIaOQAW,fflib_ISObjectDomain,,ApexClass
000000000000000AAA,01p0M000001HIaMQAW,fflib_Application,,ApexClass,01p0M000001HIaPQAW,fflib_ISObjectSelector,,ApexClass
000000000000000AAA,01p0M000001HIaMQAW,fflib_Application,,ApexClass,01p0M000001HIaQQAW,fflib_ISObjectUnitOfWork,,ApexClass
000000000000000AAA,01p0M000001HIaMQAW,fflib_Application,,ApexClass,01p0M000001HIaVQAW,fflib_SObjectDomain,,ApexClass
000000000000000AAA,01p0M000001HIaMQAW,fflib_Application,,ApexClass,01p0M000001HIaaQAG,fflib_SObjectUnitOfWork,,ApexClass
000000000000000AAA,01p0M000001HIaNQAW,fflib_ApplicationTest,,ApexClass,01p0M000001HIaMQAW,fflib_Application,,ApexClass
000000000000000AAA,01p0M000001HIaNQAW,fflib_ApplicationTest,,ApexClass,01p0M000001HIaOQAW,fflib_ISObjectDomain,,ApexClass
000000000000000AAA,01p0M000001HIaNQAW,fflib_ApplicationTest,,ApexClass,01p0M000001HIaPQAW,fflib_ISObjectSelector,,ApexClass
000000000000000AAA,01p0M000001HIaNQAW,fflib_ApplicationTest,,ApexClass,01p0M000001HIaVQAW,fflib_SObjectDomain,,ApexClass
000000000000000AAA,01p0M000001HIaNQAW,fflib_ApplicationTest,,ApexClass,01p0M000001HIaXQAW,fflib_SObjectMocks,,ApexClass
000000000000000AAA,01p0M000001HIaNQAW,fflib_ApplicationTest,,ApexClass,01p0M000001HIaYQAW,fflib_SObjectSelector,,ApexClass
000000000000000AAA,01p0M000001HIaNQAW,fflib_ApplicationTest,,ApexClass,01p0M000001HIaaQAG,fflib_SObjectUnitOfWork,,ApexClass
000000000000000AAA,01p0M000001HIaNQAW,fflib_ApplicationTest,,ApexClass,01p0M000001LQwoQAG,fflib_ApexMocks,,ApexClass
000000000000000AAA,01p0M000001HIaNQAW,fflib_ApplicationTest,,ApexClass,01p0M000001LQwuQAG,fflib_IDGenerator,,ApexClass
000000000000000AAA,01p0M000001HIaQQAW,fflib_ISObjectUnitOfWork,,ApexClass,01p0M000001HIaaQAG,fflib_SObjectUnitOfWork,,ApexClass
000000000000000AAA,01p0M000001HIaQQAW,fflib_ISObjectUnitOfWork,,ApexClass,01p0M000001jZy1QAE,fflib_SObjectFailedWork,,ApexClass
000000000000000AAA,01p0M000001HIaRQAW,fflib_QueryFactory,,ApexClass,01p0M000001HIaTQAW,fflib_SObjectDescribe,,ApexClass
000000000000000AAA,01p0M000001HIaRQAW,fflib_QueryFactory,,ApexClass,01p0M000001HIacQAG,fflib_SecurityUtils,,ApexClass
000000000000000AAA,01p0M000001HIaSQAW,fflib_QueryFactoryTest,,ApexClass,01p0M000001HIaRQAW,fflib_QueryFactory,,ApexClass
000000000000000AAA,01p0M000001HIaSQAW,fflib_QueryFactoryTest,,ApexClass,01p0M000001HIacQAG,fflib_SecurityUtils,,ApexClass
000000000000000AAA,01p0M000001HIaUQAW,fflib_SObjectDescribeTest,,ApexClass,01p0M000001HIaTQAW,fflib_SObjectDescribe,,ApexClass
000000000000000AAA,01p0M000001HIaVQAW,fflib_SObjectDomain,,ApexClass,01p0M000001HIaOQAW,fflib_ISObjectDomain,,ApexClass
000000000000000AAA,01p0M000001HIaWQAW,fflib_SObjectDomainTest,,ApexClass,01p0M000001HIaVQAW,fflib_SObjectDomain,,ApexClass
000000000000000AAA,01p0M000001HIaXQAW,fflib_SObjectMocks,,ApexClass,01p0M000001HIaOQAW,fflib_ISObjectDomain,,ApexClass
000000000000000AAA,01p0M000001HIaXQAW,fflib_SObjectMocks,,ApexClass,01p0M000001HIaPQAW,fflib_ISObjectSelector,,ApexClass
000000000000000AAA,01p0M000001HIaXQAW,fflib_SObjectMocks,,ApexClass,01p0M000001HIaQQAW,fflib_ISObjectUnitOfWork,,ApexClass
000000000000000AAA,01p0M000001HIaXQAW,fflib_SObjectMocks,,ApexClass,01p0M000001HIaaQAG,fflib_SObjectUnitOfWork,,ApexClass
